Date,Year,WW,Month,Rainfall_mm,Highest_30Min_Rainfall_mm,Highest_60Min_Rainfall_mm,Highest_120Min_Rainfall_mm,Mean_Temperature_C,Max_Temperature_C,Min_Temperature_C,Mean_WindSpeed_kmh,Max_WindSpeed_kmh,LocationId
1/1/2016,2016,1,1,1.1,0.5,0.5,0.5,NULL,29.8,25.8,16.6,46.4,1
1/2/2016,2016,1,1,32.4,14.5,23.5,29,NULL,28.4,23.3,10.4,37.1,1
1/3/2016,2016,2,1,10.1,4,5,5,NULL,27.6,24.9,10.1,25.9,1
1/4/2016,2016,2,1,0.2,0.5,0.5,0.5,NULL,33,25.5,12.2,33.5,1
1/5/2016,2016,2,1,0,NULL,NULL,NULL,NULL,33.5,26.4,14,31.3,1
1/6/2016,2016,2,1,0,NULL,NULL,NULL,NULL,32.6,26.2,14.4,40.7,1
1/7/2016,2016,2,1,0,NULL,NULL,NULL,NULL,33.2,25.7,17.3,37.1,1
1/8/2016,2016,2,1,0,0,0,0,NULL,33.7,26.2,15.8,37.1,1
1/9/2016,2016,2,1,0,0,0,0,NULL,33.5,26.5,18,38.9,1
1/10/2016,2016,3,1,0,0,0,0,NULL,33.8,26,13.7,35.3,1
1/11/2016,2016,3,1,0,0,0,0,NULL,34,25.7,13.3,35.3,1
1/12/2016,2016,3,1,0,0,0,0,NULL,33.6,27,15.8,33.5,1
1/13/2016,2016,3,1,0,0,0,0,NULL,33.9,26.5,14.8,35.3,1
1/14/2016,2016,3,1,0,0,0,0,NULL,33.8,26.6,14.4,35.3,1
1/15/2016,2016,3,1,1.9,3.5,3.5,3.5,NULL,33.2,26.2,8.6,33.5,1
1/16/2016,2016,3,1,4.7,3.5,5,5,NULL,33.2,25.7,6.1,27.7,1
1/17/2016,2016,4,1,9.4,9.5,9.5,10.5,NULL,31.8,25.2,6.8,33.5,1
1/18/2016,2016,4,1,0,0,0,0,NULL,34.2,26.2,7.9,27.7,1
1/19/2016,2016,4,1,1,1.5,1.5,1.5,NULL,32.4,27,13.7,38.9,1
1/20/2016,2016,4,1,0.3,0,0,0,NULL,32.4,26.6,10.4,31.3,1
1/21/2016,2016,4,1,0.8,0.5,0.5,0.5,NULL,32,26.5,14.4,35.3,1
1/22/2016,2016,4,1,4,1,1,1,NULL,32.1,27,12.6,35.3,1
1/23/2016,2016,4,1,9.6,5.5,8,8,NULL,33.4,26,16.9,38.9,1
1/24/2016,2016,5,1,0.1,0,0,0,NULL,33.4,26.6,22,50,1
1/25/2016,2016,5,1,2.1,2,2,2,NULL,33,25.7,20.2,55.4,1
1/26/2016,2016,5,1,6.3,2,2,2.5,NULL,30.1,26.2,14,37.1,1
1/27/2016,2016,5,1,0,0,0,0,NULL,33.6,25.4,16.2,38.9,1
1/28/2016,2016,5,1,0,0,0,0,NULL,34.5,26.5,13,33.5,1
1/29/2016,2016,5,1,2,1,1,1.5,NULL,32.4,26.7,15.5,37.1,1
1/30/2016,2016,5,1,0,0,0,0,NULL,33.9,26.9,17.6,40.7,1
1/31/2016,2016,6,1,0,0,0,0,NULL,33.8,26.8,16.2,33.5,1
2/1/2016,2016,6,2,0,0,0,0,NULL,34.1,25.5,22,46.4,1
2/2/2016,2016,6,2,3.4,2,2,2,NULL,32.3,25.6,16.2,44.3,1
2/3/2016,2016,6,2,0,0,0,0,NULL,33.7,26.3,13.7,33.5,1
2/4/2016,2016,6,2,3.6,4,4,4,NULL,31.9,26,12.6,42.5,1
2/5/2016,2016,6,2,4.3,3.6,3.6,5,NULL,32.5,26.2,9,29.5,1
2/6/2016,2016,6,2,23.9,8.4,8.8,8.8,NULL,32.5,24.9,18.7,51.8,1
2/7/2016,2016,7,2,26.5,13.2,14.6,14.8,NULL,28.6,25.3,24.8,53.6,1
2/8/2016,2016,7,2,0.2,0.2,0.2,0.2,NULL,30.1,26.8,23.8,46.4,1
2/9/2016,2016,7,2,0,0,0,0,NULL,29.6,25.8,15.5,29.5,1
2/10/2016,2016,7,2,0,0,0,0,NULL,29.5,25.4,17.6,38.9,1
2/11/2016,2016,7,2,0.2,0.2,0.2,0.2,NULL,31.1,25.8,14.8,25.9,1
2/12/2016,2016,7,2,6.4,7.2,8.4,8.6,NULL,33.5,24.2,13.3,38.9,1
2/13/2016,2016,7,2,0,0,0,0,NULL,33.9,26.2,13.7,33.5,1
2/14/2016,2016,8,2,3.1,1.4,1.4,1.8,NULL,32.4,26.3,9,24.1,1
2/15/2016,2016,8,2,0,0,0,0,NULL,33.8,26.4,16.6,35.3,1
2/16/2016,2016,8,2,0,0,0,0,NULL,32.6,25.6,23.8,53.6,1
2/17/2016,2016,8,2,0,0,0,0,NULL,32.3,25.3,20.9,42.5,1
2/18/2016,2016,8,2,0.1,0,0,0,NULL,32,24,14.4,42.5,1
2/19/2016,2016,8,2,102.4,17.4,27.8,40,NULL,28,23.8,7.6,33.5,1
2/20/2016,2016,8,2,8.4,5.4,5.6,5.6,NULL,30.6,24.8,15.5,42.5,1
2/21/2016,2016,9,2,0,0,0,0,NULL,31.2,25.1,18,42.5,1
2/22/2016,2016,9,2,0,0,0,0,NULL,32.7,25.7,18.7,40.7,1
2/23/2016,2016,9,2,0,0,0,0,NULL,32.6,25.5,19.4,44.3,1
2/24/2016,2016,9,2,18.5,9.4,11,12.8,NULL,30,24.2,15.8,35.3,1
2/25/2016,2016,9,2,0,0,0,0,NULL,31.9,25.5,25.6,57.2,1
2/26/2016,2016,9,2,0.1,0,0,0,NULL,32.7,25.6,20.5,42.5,1
2/27/2016,2016,9,2,0,0,0,0,NULL,33.1,26.3,20.9,42.5,1
2/28/2016,2016,10,2,0,0,0,0,NULL,32.5,26.4,23,46.4,1
2/29/2016,2016,10,2,0,0,0,0,NULL,33,26.2,25.2,48.2,1
3/1/2016,2016,10,3,0,0,0,0,NULL,33.2,26.3,22,48.2,1
3/2/2016,2016,10,3,0,0,0,0,NULL,31.9,26.3,25.2,50,1
3/3/2016,2016,10,3,0,0,0,0,NULL,32.5,26.3,21.2,44.3,1
3/4/2016,2016,10,3,1.2,0.4,0.4,0.4,NULL,32.1,26.2,19.8,42.5,1
3/5/2016,2016,10,3,0,0,0,0,NULL,33.2,26.2,16.6,37.1,1
3/6/2016,2016,11,3,0,0,0,0,NULL,33.8,26.9,18,38.9,1
3/7/2016,2016,11,3,0,0,0,0,NULL,33.6,26.7,16.9,37.1,1
3/8/2016,2016,11,3,0.8,0,0,0,NULL,32.9,26.1,10.1,31.3,1
3/9/2016,2016,11,3,0,0,0,0,NULL,34.9,26.5,13.3,27.7,1
3/10/2016,2016,11,3,0.1,0.4,0.4,0.4,NULL,34.5,27,9.7,27.7,1
3/11/2016,2016,11,3,0,0,0,0,NULL,35.5,26.7,15.5,38.9,1
3/12/2016,2016,11,3,0,0,0,0,NULL,33.6,27.2,16.6,37.1,1
3/13/2016,2016,12,3,22.9,18.6,19,19,NULL,33.8,25.6,12.2,35.3,1
3/14/2016,2016,12,3,0,0.2,0.2,0.2,NULL,34.4,26.5,11.9,33.5,1
3/15/2016,2016,12,3,0,0,0,0,NULL,33.9,26.2,16.2,37.1,1
3/16/2016,2016,12,3,0,0,0,0,NULL,34.1,25.8,11.9,29.5,1
3/17/2016,2016,12,3,0,0,0,0,NULL,34.4,25.1,15.5,33.5,1
3/18/2016,2016,12,3,0,0,0,0,NULL,34,25.8,11.9,25.9,1
3/19/2016,2016,12,3,0,0,0,0,NULL,33.9,26.2,14.8,29.5,1
3/20/2016,2016,13,3,9.3,2.8,3,3,NULL,32.8,26.8,9.7,27.7,1
3/21/2016,2016,13,3,18,14.4,19.2,20.2,NULL,34,26.8,9,24.1,1
3/22/2016,2016,13,3,0,0,0,0,NULL,33.8,27.3,9,31.3,1
3/23/2016,2016,13,3,0,0,0,0,NULL,34.6,26.8,10.8,27.7,1
3/24/2016,2016,13,3,0,0,0,0,NULL,34.3,26.6,12.6,33.5,1
3/25/2016,2016,13,3,0,0,0,0,NULL,34.7,26.9,11.2,33.5,1
3/26/2016,2016,13,3,0,0,0,0,NULL,33.2,27.3,16.2,40.7,1
3/27/2016,2016,14,3,0,0,0,0,NULL,33.6,26.9,21.6,46.4,1
3/28/2016,2016,14,3,NULL,NULL,NULL,NULL,NULL,34,26.6,NULL,51.8,1
3/29/2016,2016,14,3,NULL,NULL,NULL,NULL,NULL,34.2,26.3,NULL,46.4,1
3/30/2016,2016,14,3,0,0,0,0,NULL,33.9,26.9,18,42.5,1
3/31/2016,2016,14,3,0,0,0,0,NULL,33.5,26.9,18.7,37.1,1
4/1/2016,2016,14,4,0,NULL,NULL,NULL,NULL,34.6,26,17.3,37.1,1
4/2/2016,2016,14,4,1.5,NULL,NULL,NULL,NULL,35.2,26.4,14.4,40.7,1
4/3/2016,2016,15,4,6.1,NULL,NULL,NULL,NULL,34,26.7,10.4,27.7,1
4/4/2016,2016,15,4,8.2,NULL,NULL,NULL,NULL,34.9,26.9,12.6,35.3,1
4/5/2016,2016,15,4,0,NULL,NULL,NULL,NULL,33.8,26.5,10.4,31.3,1
4/6/2016,2016,15,4,0,NULL,NULL,NULL,NULL,35.8,26.5,11.9,35.3,1
4/7/2016,2016,15,4,0,NULL,NULL,NULL,NULL,35.5,26.8,10.4,29.5,1
4/8/2016,2016,15,4,0,NULL,NULL,NULL,NULL,35,26.9,12.2,29.5,1
4/9/2016,2016,15,4,22.3,NULL,NULL,NULL,NULL,34.8,25.4,7.6,31.3,1
4/10/2016,2016,16,4,0,NULL,NULL,NULL,NULL,35,26.5,12.2,29.5,1
4/11/2016,2016,16,4,1.2,NULL,NULL,NULL,NULL,33.3,28,7.9,25.9,1
4/12/2016,2016,16,4,16.6,NULL,NULL,NULL,NULL,35.1,25.6,9.7,35.3,1
4/13/2016,2016,16,4,0,NULL,NULL,NULL,NULL,35.8,27.8,12.2,37.1,1
4/14/2016,2016,16,4,11.1,NULL,NULL,NULL,NULL,34.9,26.6,9.4,25.9,1
4/15/2016,2016,16,4,2.5,NULL,NULL,NULL,NULL,31.9,26.8,9.4,38.9,1
4/16/2016,2016,16,4,23,NULL,NULL,NULL,NULL,35,24.9,9.4,31.3,1
4/17/2016,2016,17,4,0,NULL,NULL,NULL,NULL,36.5,27.3,7.6,29.5,1
4/18/2016,2016,17,4,0,NULL,NULL,NULL,NULL,35.9,27.9,10.1,25.9,1
4/19/2016,2016,17,4,0,NULL,NULL,NULL,NULL,36,28.2,13,29.5,1
4/20/2016,2016,17,4,0.1,NULL,NULL,NULL,NULL,35.2,27.6,8.3,27.7,1
4/21/2016,2016,17,4,0,NULL,NULL,NULL,NULL,36.1,27.8,11.9,31.3,1
4/22/2016,2016,17,4,5.7,NULL,NULL,NULL,NULL,34.9,27.7,6.8,33.5,1
4/23/2016,2016,17,4,0,NULL,NULL,NULL,NULL,33.1,27.8,8.3,31.3,1
4/24/2016,2016,18,4,0,NULL,NULL,NULL,NULL,32.2,26.2,9.4,24.1,1
4/25/2016,2016,18,4,12.5,NULL,NULL,NULL,NULL,34.1,26.2,6.8,31.3,1
4/26/2016,2016,18,4,2.6,NULL,NULL,NULL,NULL,32.4,27,7.6,24.1,1
4/27/2016,2016,18,4,4.8,NULL,NULL,NULL,NULL,33.3,26.9,7.9,25.9,1
4/28/2016,2016,18,4,0.1,NULL,NULL,NULL,NULL,33.4,27.1,7.9,29.5,1
4/29/2016,2016,18,4,44.9,NULL,NULL,NULL,NULL,33.9,24.2,5.4,35.3,1
4/30/2016,2016,18,4,12.6,NULL,NULL,NULL,NULL,33.9,26.4,5.8,31.3,1
5/1/2016,2016,19,5,0,NULL,NULL,NULL,NULL,34.2,26.7,7.9,24.1,1
5/2/2016,2016,19,5,0.8,NULL,NULL,NULL,NULL,34.1,27.1,6.8,29.5,1
5/3/2016,2016,19,5,0,NULL,NULL,NULL,NULL,36.5,27.4,7.6,24.1,1
5/4/2016,2016,19,5,0,NULL,NULL,NULL,NULL,36.4,27.6,10.8,27.7,1
5/5/2016,2016,19,5,0.2,NULL,NULL,NULL,NULL,35.6,28.1,6.5,25.9,1
5/6/2016,2016,19,5,0,NULL,NULL,NULL,NULL,35.3,27.6,7.9,29.5,1
5/7/2016,2016,19,5,0,NULL,NULL,NULL,NULL,33.7,27.6,8.3,35.3,1
5/8/2016,2016,20,5,0,NULL,NULL,NULL,NULL,33.7,27.4,8.3,25.9,1
5/9/2016,2016,20,5,2,NULL,NULL,NULL,NULL,34.2,27.8,6.8,22.3,1
5/10/2016,2016,20,5,0,NULL,NULL,NULL,NULL,34.8,28.1,8.3,27.7,1
5/11/2016,2016,20,5,32,NULL,NULL,NULL,NULL,35.2,25.5,6.1,35.3,1
5/12/2016,2016,20,5,0,NULL,NULL,NULL,NULL,33.6,27.5,9.7,35.3,1
5/13/2016,2016,20,5,8.3,NULL,NULL,NULL,NULL,32.2,25.5,7.6,38.9,1
5/14/2016,2016,20,5,3.6,NULL,NULL,NULL,NULL,33.4,25.7,7.6,27.7,1
5/15/2016,2016,21,5,1.1,NULL,NULL,NULL,NULL,33.7,26.1,7.9,27.7,1
5/16/2016,2016,21,5,43.8,NULL,NULL,NULL,NULL,34.8,25,9.7,37.1,1
5/17/2016,2016,21,5,0,NULL,NULL,NULL,NULL,33.1,27.2,5.4,27.7,1
5/18/2016,2016,21,5,10.3,NULL,NULL,NULL,NULL,32.8,25.3,7.2,29.5,1
5/19/2016,2016,21,5,0,NULL,NULL,NULL,NULL,33,26.6,7.6,33.5,1
5/20/2016,2016,21,5,0,NULL,NULL,NULL,NULL,34.4,25,6.8,20.5,1
5/21/2016,2016,21,5,29.1,NULL,NULL,NULL,NULL,31.9,25.1,9.7,35.3,1
5/22/2016,2016,22,5,30.9,NULL,NULL,NULL,NULL,33.8,25,7.2,50,1
5/23/2016,2016,22,5,3.3,NULL,NULL,NULL,NULL,34.5,26.4,9,55.4,1
5/24/2016,2016,22,5,0,NULL,NULL,NULL,NULL,33.5,28,10.4,31.3,1
5/25/2016,2016,22,5,0.2,NULL,NULL,NULL,NULL,33.9,27.9,7.6,25.9,1
5/26/2016,2016,22,5,0,NULL,NULL,NULL,NULL,32.8,27.6,12.6,31.3,1
5/27/2016,2016,22,5,0,NULL,NULL,NULL,NULL,33.9,25.5,13,33.5,1
5/28/2016,2016,22,5,20.3,NULL,NULL,NULL,NULL,32.2,25.6,7.9,35.3,1
5/29/2016,2016,23,5,0.5,NULL,NULL,NULL,NULL,33.7,26.5,8.6,25.9,1
5/30/2016,2016,23,5,0.4,NULL,NULL,NULL,NULL,33,26.7,8.6,40.7,1
5/31/2016,2016,23,5,0,NULL,NULL,NULL,NULL,34.5,26.5,7.6,27.7,1
6/1/2016,2016,23,6,2,NULL,NULL,NULL,NULL,32.1,26.2,5.8,38.9,1
6/2/2016,2016,23,6,0.5,NULL,NULL,NULL,NULL,33.1,26.6,7.6,38.9,1
6/3/2016,2016,23,6,0,NULL,NULL,NULL,NULL,33.8,26.4,7.9,33.5,1
6/4/2016,2016,23,6,1.9,NULL,NULL,NULL,NULL,28,26,6.1,27.7,1
6/5/2016,2016,24,6,0,NULL,NULL,NULL,NULL,32.6,26.3,7.9,22.3,1
6/6/2016,2016,24,6,0,NULL,NULL,NULL,NULL,33.2,28,9,31.3,1
6/7/2016,2016,24,6,1.9,NULL,NULL,NULL,NULL,33.4,26.7,8.6,35.3,1
6/8/2016,2016,24,6,1.6,NULL,NULL,NULL,NULL,30.9,24.8,7.9,42.5,1
6/9/2016,2016,24,6,7.2,NULL,NULL,NULL,NULL,34.2,26.3,8.3,33.5,1
6/10/2016,2016,24,6,6.5,NULL,NULL,NULL,NULL,32.6,26.6,9.4,33.5,1
6/11/2016,2016,24,6,3.9,NULL,NULL,NULL,NULL,32.5,26,9.7,33.5,1
6/12/2016,2016,25,6,0,NULL,NULL,NULL,NULL,32.8,26.8,9.7,33.5,1
6/13/2016,2016,25,6,0,NULL,NULL,NULL,NULL,33.4,26.5,9.4,25.9,1
6/14/2016,2016,25,6,0,NULL,NULL,NULL,NULL,33.1,27.5,9.4,46.4,1
6/15/2016,2016,25,6,48,NULL,NULL,NULL,NULL,31.2,24.8,8.3,29.5,1
6/16/2016,2016,25,6,0.1,NULL,NULL,NULL,NULL,31,26.7,8.6,33.5,1
6/17/2016,2016,25,6,14.2,NULL,NULL,NULL,NULL,30.3,24.3,10.4,33.5,1
6/18/2016,2016,25,6,0.3,NULL,NULL,NULL,NULL,30.8,25.7,5,16.6,1
6/19/2016,2016,26,6,0,NULL,NULL,NULL,NULL,30.7,25.9,5,14.8,1
6/20/2016,2016,26,6,0,NULL,NULL,NULL,NULL,33,26.2,8.6,29.5,1
6/21/2016,2016,26,6,0.3,NULL,NULL,NULL,NULL,34,25.8,7.2,24.1,1
6/22/2016,2016,26,6,2.8,NULL,NULL,NULL,NULL,32,25.5,6.1,40.7,1
6/23/2016,2016,26,6,0,NULL,NULL,NULL,NULL,32.2,22.7,10.4,25.9,1
6/24/2016,2016,26,6,74,NULL,NULL,NULL,NULL,29.8,23,6.8,48.2,1
6/25/2016,2016,26,6,0,NULL,NULL,NULL,NULL,32.8,27.2,11.9,27.7,1
6/26/2016,2016,27,6,0.6,NULL,NULL,NULL,NULL,31.9,27.9,9,29.5,1
6/27/2016,2016,27,6,0,NULL,NULL,NULL,NULL,31.7,27.7,11.9,29.5,1
6/28/2016,2016,27,6,0,NULL,NULL,NULL,NULL,34.6,27.6,10.8,25.9,1
6/29/2016,2016,27,6,0,NULL,NULL,NULL,NULL,35.4,28,9.4,27.7,1
6/30/2016,2016,27,6,0,NULL,NULL,NULL,NULL,33.9,27,7.2,22.3,1
7/1/2016,2016,27,7,0,0,0,0,NULL,33.2,27.3,7.9,22.3,1
7/2/2016,2016,27,7,0,0,0,0,NULL,33.1,28.2,9.4,22.3,1
7/3/2016,2016,28,7,0,0,0,0,NULL,33.6,28.5,9.4,24.1,1
7/4/2016,2016,28,7,0,0,0,0,NULL,34.1,28.2,9.4,24.1,1
7/5/2016,2016,28,7,0,0,0,0,NULL,34.1,28.3,11.5,29.5,1
7/6/2016,2016,28,7,1.8,2.6,2.6,2.6,NULL,32.7,26.4,9,35.3,1
7/7/2016,2016,28,7,4,2.8,2.8,2.8,NULL,32.6,25.9,14,40.7,1
7/8/2016,2016,28,7,9,4.4,4.6,7.2,NULL,31.7,24.4,10.8,38.9,1
7/9/2016,2016,28,7,0,0,0,0,NULL,33.6,28,12.2,29.5,1
7/10/2016,2016,29,7,0,0,0,0,NULL,33.5,28,10.4,31.3,1
7/11/2016,2016,29,7,9.3,3.4,5.2,5.8,NULL,31,24.6,12.2,42.5,1
7/12/2016,2016,29,7,0,0,0,0,NULL,33.3,27.6,9.4,25.9,1
7/13/2016,2016,29,7,0.5,1.2,1.4,1.4,NULL,31.3,25.4,7.6,42.5,1
7/14/2016,2016,29,7,0.8,0.2,0.2,0.2,NULL,30,25.3,8.6,46.4,1
7/15/2016,2016,29,7,3,2.8,2.8,3,NULL,31.5,25.3,8.3,33.5,1
7/16/2016,2016,29,7,0.5,0.2,0.4,0.4,NULL,33.4,25.8,7.9,33.5,1
7/17/2016,2016,30,7,11.5,11.6,11.8,11.8,NULL,32.9,25.5,5.8,33.5,1
7/18/2016,2016,30,7,16.4,12.8,21.4,23.2,NULL,32.2,24.1,7.6,33.5,1
7/19/2016,2016,30,7,1,0.4,0.6,0.8,NULL,33,23.5,9.7,31.3,1
7/20/2016,2016,30,7,22.8,4.4,5.2,10,NULL,31.1,23.6,9.4,29.5,1
7/21/2016,2016,30,7,64.1,16,16.8,17.2,NULL,31.3,24.6,7.6,38.9,1
7/22/2016,2016,30,7,6.9,1.2,1.8,2.2,NULL,29.4,24.5,7.6,35.3,1
7/23/2016,2016,30,7,2.3,1.2,1.6,1.8,NULL,32.6,24.9,9.4,25.9,1
7/24/2016,2016,31,7,7.9,4.6,4.8,4.8,NULL,31.4,25.4,7.2,31.3,1
7/25/2016,2016,31,7,0.5,0.4,0.4,0.4,NULL,29.9,25.4,7.6,29.5,1
7/26/2016,2016,31,7,3,1.2,1.8,2.4,NULL,30.1,23.2,7.6,40.7,1
7/27/2016,2016,31,7,0,0,0,0,NULL,32.7,25.1,10.4,25.9,1
7/28/2016,2016,31,7,6.3,3.4,3.6,3.8,NULL,31,25.7,8.3,37.1,1
7/29/2016,2016,31,7,0,0,0,0,NULL,32.8,26.5,13.3,29.5,1
7/30/2016,2016,31,7,0,0,0,0,NULL,31.9,26.7,7.9,22.3,1
7/31/2016,2016,32,7,23.1,20.4,20.4,20.4,NULL,32.9,24,9.7,40.7,1
8/1/2016,2016,32,8,10.8,14.8,15.4,15.4,NULL,32,25.5,9.4,29.5,1
8/2/2016,2016,32,8,0,0,0,0,NULL,34,22.4,12.2,29.5,1
8/3/2016,2016,32,8,10.5,10.2,10.8,11.6,NULL,31.7,23,10.8,61.2,1
8/4/2016,2016,32,8,0,0,0,0,NULL,31.5,27,13.7,31.3,1
8/5/2016,2016,32,8,1,0.6,0.8,0.8,NULL,33.2,27.4,10.4,25.9,1
8/6/2016,2016,32,8,14.4,6,10.6,12.8,NULL,32.7,25.2,10.1,27.7,1
8/7/2016,2016,33,8,0,0,0,0,NULL,33,27.5,9.7,31.3,1
8/8/2016,2016,33,8,0,0,0,0,NULL,34.2,27.5,7.9,24.1,1
8/9/2016,2016,33,8,0,0,0,0,NULL,33.6,28,11.9,27.7,1
8/10/2016,2016,33,8,0,0,0,0,NULL,33.8,28.2,12.2,29.5,1
8/11/2016,2016,33,8,0,0,0,0,NULL,32.6,28.3,11.5,37.1,1
8/12/2016,2016,33,8,2.5,1.4,1.4,1.4,NULL,32,26.5,11.9,37.1,1
8/13/2016,2016,33,8,0,0,0,0,NULL,33.3,26.8,9.4,31.3,1
8/14/2016,2016,34,8,0.4,0.2,0.2,0.2,NULL,33.6,27.2,11.5,31.3,1
8/15/2016,2016,34,8,0,0,0,0,NULL,33.4,27.5,14.4,33.5,1
8/16/2016,2016,34,8,0,0,0,0,NULL,32.6,27.5,12.6,33.5,1
8/17/2016,2016,34,8,0,0.2,0.2,0.2,NULL,33.4,27.8,11.2,35.3,1
8/18/2016,2016,34,8,0,0,0,0,NULL,33.6,22.7,14.4,44.3,1
8/19/2016,2016,34,8,17,12.2,14.2,15.2,NULL,32.5,23.2,13,38.9,1
8/20/2016,2016,34,8,6.1,3.8,4,4,NULL,33.6,24.9,12.6,29.5,1
8/21/2016,2016,35,8,8.9,7.8,10.2,10.2,NULL,30.6,24,9.4,37.1,1
8/22/2016,2016,35,8,0,0,0,0,NULL,33.3,27.7,9.7,25.9,1
8/23/2016,2016,35,8,13.8,5.8,6,6,NULL,33.6,25,8.6,31.3,1
8/24/2016,2016,35,8,17.4,6.6,11,13,NULL,31.8,25.4,14,38.9,1
8/25/2016,2016,35,8,0,0,0,0,NULL,33.7,26.8,13.7,33.5,1
8/26/2016,2016,35,8,0,0,0,0,NULL,33.8,27.4,11.5,22.3,1
8/27/2016,2016,35,8,0.2,0,0,0,NULL,34.1,27.3,8.6,29.5,1
8/28/2016,2016,36,8,0,0,0,0,NULL,33.1,26.6,8.6,25.9,1
8/29/2016,2016,36,8,0,0,0,0,NULL,33.1,26.2,9.7,25.9,1
8/30/2016,2016,36,8,12.1,4.2,5,5.2,NULL,30.6,24.4,8.3,35.3,1
8/31/2016,2016,36,8,0,0,0,0,NULL,33.4,26.4,10.1,40.7,1
1/1/2016,2016,1,1,13.6,NULL,NULL,NULL,26.2,28.1,24.4,7.9,25.9,4
1/2/2016,2016,1,1,4.9,NULL,NULL,NULL,25.4,28.7,23.5,6.1,44.3,4
1/3/2016,2016,2,1,0.1,NULL,NULL,NULL,25.9,27.6,23.7,9.4,27.7,4
1/4/2016,2016,2,1,0.4,NULL,NULL,NULL,27.4,33.1,23.9,11.5,35.3,4
1/5/2016,2016,2,1,0,NULL,NULL,NULL,28.9,34.2,25.3,11.9,29.5,4
1/6/2016,2016,2,1,8.4,NULL,NULL,NULL,28.4,33.4,25,11.9,44.3,4
1/7/2016,2016,2,1,0,NULL,NULL,NULL,28.8,34,23.8,14,33.5,4
1/8/2016,2016,2,1,0,NULL,NULL,NULL,28.5,33.8,24,15.1,38.9,4
1/9/2016,2016,2,1,0,NULL,NULL,NULL,28.7,34.1,24.4,16.6,38.9,4
1/10/2016,2016,3,1,0,NULL,NULL,NULL,28.4,34.8,24.6,9.4,27.7,4
1/11/2016,2016,3,1,18,NULL,NULL,NULL,27.7,34,25.3,7.9,33.5,4
1/12/2016,2016,3,1,0,NULL,NULL,NULL,28.7,33.4,25.2,13.7,35.3,4
1/13/2016,2016,3,1,0,NULL,NULL,NULL,28.3,33.7,25,10.8,29.5,4
1/14/2016,2016,3,1,13.5,NULL,NULL,NULL,27.2,32.3,24.4,8.6,27.7,4
1/15/2016,2016,3,1,16.3,NULL,NULL,NULL,26.4,31.2,24.3,7.2,40.7,4
1/16/2016,2016,3,1,0.1,NULL,NULL,NULL,27,32.6,24.2,5.8,27.7,4
1/17/2016,2016,4,1,10.9,NULL,NULL,NULL,26.4,32.7,24,8.6,44.3,4
1/18/2016,2016,4,1,8.8,NULL,NULL,NULL,27.2,34.6,24.4,7.6,29.5,4
1/19/2016,2016,4,1,0,NULL,NULL,NULL,27.5,31.2,24.6,7.2,27.7,4
1/20/2016,2016,4,1,6.3,NULL,NULL,NULL,27.6,31.8,24.8,8.3,31.3,4
1/21/2016,2016,4,1,0,NULL,NULL,NULL,27.7,32.1,24.5,10.8,29.5,4
1/22/2016,2016,4,1,12.8,NULL,NULL,NULL,27.1,32.3,24.5,10.1,37.1,4
1/23/2016,2016,4,1,19.8,NULL,NULL,NULL,26.9,33.5,24.8,11.2,44.3,4
1/24/2016,2016,5,1,0,NULL,NULL,NULL,28.3,33.8,24.7,17.3,46.4,4
1/25/2016,2016,5,1,14.8,NULL,NULL,NULL,26.8,31.3,24.8,11.5,44.3,4
1/26/2016,2016,5,1,3.5,NULL,NULL,NULL,26.7,29.7,24.4,11.5,33.5,4
1/27/2016,2016,5,1,0,NULL,NULL,NULL,28.2,33.3,24.6,13,33.5,4
1/28/2016,2016,5,1,37.3,NULL,NULL,NULL,27.4,33.7,23.6,9.7,31.3,4
1/29/2016,2016,5,1,15.7,NULL,NULL,NULL,26.5,32.6,24,9.4,37.1,4
1/30/2016,2016,5,1,0,NULL,NULL,NULL,28.1,33.9,24.3,12.2,29.5,4
1/31/2016,2016,6,1,3.9,NULL,NULL,NULL,27.2,33.2,24.2,9.7,31.3,4
2/1/2016,2016,6,2,0,NULL,NULL,NULL,28.1,33.7,24.2,16.6,40.7,4
2/2/2016,2016,6,2,6.2,NULL,NULL,NULL,26.9,32,23.6,13.7,50,4
2/3/2016,2016,6,2,0,NULL,NULL,NULL,27.9,33.8,24.2,11.9,29.5,4
2/4/2016,2016,6,2,3.2,NULL,NULL,NULL,27.1,31.1,24.6,6.1,29.5,4
2/5/2016,2016,6,2,5.7,NULL,NULL,NULL,27.1,32.2,24.5,7.6,25.9,4
2/6/2016,2016,6,2,2.8,NULL,NULL,NULL,28.1,32.8,24.4,16.6,42.5,4
2/7/2016,2016,7,2,21.8,NULL,NULL,NULL,26.5,28.9,24.8,21.2,51.8,4
2/8/2016,2016,7,2,0.5,NULL,NULL,NULL,26.4,28.8,24.5,15.8,38.9,4
2/9/2016,2016,7,2,0,NULL,NULL,NULL,26.1,29.2,24.6,9.4,25.9,4
2/10/2016,2016,7,2,0,NULL,NULL,NULL,26.3,29.4,24.5,14.4,33.5,4
2/11/2016,2016,7,2,0,NULL,NULL,NULL,27.1,31.3,24.6,8.6,27.7,4
2/12/2016,2016,7,2,35.5,NULL,NULL,NULL,26.7,33.2,22.5,9.4,55.4,4
